tid,car_id,track_start,track_end,start_lat,start_lon,end_lat,end_lon
447411,371,2014-06-11 08:22:49,2014-06-11 08:45:35,51.12163925,13.76491642,51.04108429,13.77986145
146182,307,2014-06-11 08:23:18,2014-06-11 08:36:03,51.07249832,13.78577805,51.03447342,13.80702782
461946,189,2014-06-11 08:24:46,2014-06-11 08:31:04,51.05019379,13.743083,51.03980637,13.73319435
611936,306,2014-06-11 08:26:27,2014-06-11 08:27:28,51.00366592,13.83994484,51.00497055,13.83988857
299327,84,2014-06-11 08:26:41,2014-06-11 08:32:00,51.02655411,13.75480556,51.03250122,13.72155571
399831,83,2014-06-11 08:26:56,2014-06-11 08:36:06,51.05330658,13.73999977,51.06938934,13.73925018
39360,28,2014-06-11 08:27:17,2014-06-11 08:45:02,51.04794312,13.66530514,51.09166718,13.68769455
542192,3,2014-06-11 08:27:25,2014-06-11 08:36:44,51.0537796,13.7369442,51.06866837,13.77711105
4329,129,2014-06-11 08:28:04,2014-06-11 08:31:50,51.04958344,13.75838852,51.05394363,13.78569412
157801,187,2014-06-11 08:28:19,2014-06-11 08:31:19,51.04375076,13.73449993,51.04700089,13.73363876
596110,85,2014-06-11 08:28:51,2014-06-11 08:54:04,51.12372208,13.76513863,51.05064011,13.73727798
517224,5,2014-06-11 08:28:56,2014-06-11 08:32:36,51.0629158,13.75488853,51.06602859,13.74283314
643634,377,2014-06-11 08:31:04,2014-06-11 08:44:47,51.04516602,13.75724983,51.01072311,13.81177807
416399,4,2014-06-11 08:31:57,2014-06-11 08:42:35,51.02405548,13.65377808,51.04333496,13.69986153
418735,153,2014-06-11 08:32:12,2014-06-11 08:37:13,51.04310989,13.73205566,51.04694366,13.70149994
349860,346,2014-06-11 08:32:51,2014-06-11 09:03:10,51.12216568,13.78888893,51.12747192,13.72200012
368826,190,2014-06-11 08:32:59,2014-06-11 08:42:04,51.0593071,13.73877811,51.03958511,13.73391628
156452,197,2014-06-11 08:33:18,2014-06-11 08:52:46,51.03252792,13.72061157,51.03211212,13.71388912
47981,362,2014-06-11 08:35:04,2014-06-11 08:40:54,51.00624847,13.79850006,50.99777603,13.8216114
76977,214,2014-06-11 08:35:40,2014-06-11 08:44:59,51.07583237,13.73349953,51.12608337,13.7318058
532158,259,2014-06-11 08:36:15,2014-06-11 09:18:00,51.00897217,13.8247776,51.0098877,13.82083321
178063,126,2014-06-11 08:37:27,2014-06-11 08:42:24,51.04622269,13.80177784,51.05219269,13.80641651
44716,313,2014-06-11 08:37:30,2014-06-11 08:41:46,51.04327774,13.69508362,51.04230499,13.66169453
54139,119,2014-06-11 08:37:31,2014-06-11 08:43:01,51.07469559,13.75386143,51.07088852,13.75002766
488813,45,2014-06-11 08:38:30,2014-06-11 09:06:23,51.04833221,13.73319435,51.11302948,13.58652782
88953,339,2014-06-11 08:39:10,2014-06-11 08:52:33,51.02869415,13.83133316,51.05924988,13.78299999
559866,14,2014-06-11 08:39:25,2014-06-11 08:51:01,51.05764008,13.74844456,51.07736206,13.71727753
404328,15,2014-06-11 08:39:54,2014-06-11 08:45:32,51.0593605,13.67894459,51.04408264,13.70216656
510925,75,2014-06-11 08:41:04,2014-06-11 08:49:50,51.08058167,13.74616623,51.12708282,13.72166634
18353,80,2014-06-11 08:42:37,2014-06-11 08:44:22,51.08549881,13.72680569,51.08077621,13.72419453
572377,121,2014-06-11 08:42:56,2014-06-11 08:52:38,51.0933342,13.7183609,51.09197235,13.71161079
325260,29,2014-06-11 08:42:57,2014-06-11 08:49:08,51.05924988,13.72019482,51.04241562,13.6989727
202119,352,2014-06-11 08:43:14,2014-06-11 08:52:27,51.03933334,13.73330593,51.00963974,13.76922226
673324,300,2014-06-11 08:44:50,2014-06-11 08:55:55,51.05944443,13.73863888,51.03936005,13.73330593
265385,59,2014-06-11 08:45:05,2014-06-11 09:05:10,51.04858398,13.69472218,51.05466843,13.7614727
372735,16,2014-06-11 08:45:05,2014-06-11 08:49:29,51.02705383,13.75291634,51.03447342,13.72136116
520673,229,2014-06-11 08:45:06,2014-06-11 08:55:50,51.0617218,13.68072224,51.05313873,13.72341633
556274,396,2014-06-11 08:45:33,2014-06-11 08:48:19,51.08038712,13.75930595,51.09941483,13.77052784
461947,189,2014-06-11 08:46:01,2014-06-11 08:51:28,51.04039001,13.73366642,51.04469299,13.7537775
309150,74,2014-06-11 08:48:09,2014-06-11 08:59:14,51.05033493,13.72933292,51.08419418,13.72074986
229724,31,2014-06-11 08:48:19,2014-06-11 08:59:19,51.04163742,13.72180557,51.0581665,13.71822262
539906,254,2014-06-11 08:49:12,2014-06-11 08:56:01,51.0644722,13.75294495,51.07149887,13.7503891
62101,95,2014-06-11 08:50:41,2014-06-11 09:04:35,51.00380707,13.84883308,51.05191803,13.80711079
47982,362,2014-06-11 08:52:29,2014-06-11 08:57:44,51.00441742,13.82680511,51.0039711,13.8105278
611937,306,2014-06-11 08:54:05,2014-06-11 08:58:34,51.02622223,13.82391644,51.02825165,13.83813858
581095,215,2014-06-11 08:54:19,2014-06-11 09:03:32,51.04077911,13.66522217,51.05122375,13.68430519
335746,343,2014-06-11 08:54:20,2014-06-11 08:58:37,51.11322403,13.75519466,51.12530518,13.76716709
242585,34,2014-06-11 08:54:30,2014-06-11 09:12:39,51.04961014,13.7452774,51.03905487,13.7333889
542193,3,2014-06-11 08:55:03,2014-06-11 08:55:53,51.06824875,13.76113892,51.07091522,13.7620554
