tid,car_id,track_start,track_end,start_lat,start_lon,end_lat,end_lon
387115,47,2014-06-11 15:34:33,2014-06-11 15:52:24,51.05361176,13.7840004,51.07825089,13.89877796
252567,10,2014-06-11 15:36:05,2014-06-11 15:47:31,51.06591797,13.76563931,51.05363846,13.7381115
132924,286,2014-06-11 15:37:21,2014-06-11 15:42:48,51.03419495,13.70583344,51.04958344,13.70800018
114712,218,2014-06-11 15:37:36,2014-06-11 15:49:20,51.04683304,13.73400021,51.0684166,13.73883343
584364,35,2014-06-11 15:37:44,2014-06-11 15:40:51,51.04022217,13.68758297,51.04494476,13.69358349
684007,328,2014-06-11 15:40:54,2014-06-11 16:04:43,51.06455612,13.83180523,51.10939026,13.76097202
191908,67,2014-06-11 15:41:49,2014-06-11 15:46:35,51.04877853,13.77344418,51.04724884,13.76219463
82602,101,2014-06-11 15:44:00,2014-06-11 15:58:51,51.05311203,13.79794407,51.06475067,13.76263905
405604,174,2014-06-11 15:45:40,2014-06-11 15:54:34,51.04655457,13.77138901,51.05166626,13.73347187
181769,39,2014-06-11 15:45:52,2014-06-11 16:00:57,51.06047058,13.71680546,51.08250046,13.71358299
259276,90,2014-06-11 15:46:21,2014-06-11 16:04:32,51.03861237,13.73438931,51.01036072,13.81316662
442365,348,2014-06-11 15:46:21,2014-06-11 15:58:16,51.04013824,13.73436069,51.05966568,13.70066643
4337,129,2014-06-11 15:46:51,2014-06-11 16:06:38,51.04697037,13.73744488,51.09227753,13.70661068
91008,330,2014-06-11 15:49:16,2014-06-11 16:09:06,51.08555603,13.72683334,51.07397079,13.78991699
292409,394,2014-06-11 15:49:17,2014-06-11 15:58:29,51.07580566,13.73330593,51.058918,13.71150017
62107,95,2014-06-11 15:50:04,2014-06-11 16:15:42,51.0593605,13.71930504,51.02349854,13.65372181
471212,372,2014-06-11 15:53:08,2014-06-11 15:54:12,51.11997223,13.76211071,51.12361145,13.76866627
95821,82,2014-06-11 15:53:49,2014-06-11 16:00:16,51.08127594,13.72241688,51.0878067,13.72119427
372744,16,2014-06-11 15:55:20,2014-06-11 16:22:38,51.04499817,13.79919434,51.12455368,13.76833344
673331,300,2014-06-11 15:56:41,2014-06-11 16:04:33,51.03913879,13.73327732,51.05236053,13.74261093
581104,215,2014-06-11 15:56:45,2014-06-11 16:01:49,51.04663849,13.74097252,51.04391479,13.76399994
455773,58,2014-06-11 15:57:45,2014-06-11 16:12:48,51.04680634,13.73369408,51.08680725,13.72688866
357637,247,2014-06-11 15:58:58,2014-06-11 16:07:42,51.02627945,13.80588913,51.04988861,13.8063612
284468,350,2014-06-11 15:59:11,2014-06-11 16:06:39,51.03488922,13.74580574,51.03883362,13.73388863
39369,28,2014-06-11 16:00:14,2014-06-11 16:08:49,51.09197235,13.70955563,51.08158493,13.74455547
498513,365,2014-06-11 16:00:52,2014-06-11 16:10:52,51.05530548,13.78108311,51.03741837,13.79952812
169173,249,2014-06-11 16:01:00,2014-06-11 16:40:56,51.05402756,13.77880573,50.9928894,13.82530594
110113,185,2014-06-11 16:01:59,2014-06-11 16:04:41,51.04691696,13.74027824,51.03749847,13.73780537
106262,137,2014-06-11 16:02:12,2014-06-11 16:16:36,51.05389023,13.73747253,51.0597229,13.67875004
409828,77,2014-06-11 16:03:06,2014-06-11 16:05:58,51.12647247,13.7717495,51.11447144,13.77255535
611938,306,2014-06-11 16:06:07,2014-06-11 16:54:43,51.0328064,13.72997189,51.03294373,13.71688843
688653,202,2014-06-11 16:06:13,2014-06-11 16:30:29,51.05730438,13.7183609,51.02555466,13.80519485
491761,199,2014-06-11 16:06:15,2014-06-11 16:21:36,51.12230682,13.76397228,51.0700264,13.77900028
100352,213,2014-06-11 16:06:19,2014-06-11 16:16:59,51.08805466,13.73008347,51.12686157,13.78547192
584365,35,2014-06-11 16:08:28,2014-06-11 16:15:09,51.03891754,13.70508289,51.03950119,13.7315836
405605,174,2014-06-11 16:10:09,2014-06-11 16:22:01,51.04691696,13.73419476,51.03577805,13.680583
693246,144,2014-06-11 16:10:33,2014-06-11 16:15:55,51.04522324,13.74947262,51.03888702,13.73366642
64168,122,2014-06-11 16:11:07,2014-06-11 16:38:53,51.08208466,13.72997189,51.02272034,13.83444405
44720,313,2014-06-11 16:13:58,2014-06-11 16:21:01,51.04824829,13.69838905,51.0605011,13.7161665
442366,348,2014-06-11 16:14:40,2014-06-11 16:22:16,51.05927658,13.71722221,51.04433441,13.69888878
681413,212,2014-06-11 16:14:55,2014-06-11 16:27:14,51.05394363,13.77822208,51.03852844,13.73466682
191909,67,2014-06-11 16:16:20,2014-06-11 16:20:48,51.04338837,13.76636124,51.04733276,13.7707777
33355,175,2014-06-11 16:17:01,2014-06-11 16:22:35,51.05227661,13.80330563,51.03725052,13.81086159
95822,82,2014-06-11 16:18:37,2014-06-11 16:24:15,51.08355713,13.71344471,51.0905838,13.70758343
480754,13,2014-06-11 16:18:48,2014-06-11 16:47:37,51.02983475,13.78330517,51.07330704,13.73936081
15374,8,2014-06-11 16:19:10,2014-06-11 16:27:33,51.04694366,13.68652821,51.0597496,13.7171669
286815,64,2014-06-11 16:19:58,2014-06-11 16:22:51,51.02719498,13.76297188,51.02219391,13.75044441
31398,110,2014-06-11 16:20:05,2014-06-11 16:26:50,51.0514183,13.80527782,51.04802704,13.7715559
440732,92,2014-06-11 16:20:35,2014-06-11 16:33:06,51.02733231,13.7858057,51.03974915,13.73302746
